gene_id	Geneid	locus_tag	gene_biotype	product	db_xref
FGSG_00303	gene:FGSG_00303	FGSG_00303	protein_coding	uncharacterized protein	GeneID:23547795
FGSG_00304	gene:FGSG_00304	FGSG_00304	protein_coding	cell division control protein 42	GeneID:23547796
FGSG_00305	gene:FGSG_00305	FGSG_00305	protein_coding	uncharacterized protein	GeneID:23547797
FGSG_00306	gene:FGSG_00306	FGSG_00306	protein_coding	26S proteasome non-ATPase regulatory subunit 11	GeneID:23547798
FGSG_00307	gene:FGSG_00307	FGSG_00307	protein_coding	uncharacterized protein	GeneID:23547799
FGSG_00308	gene:FGSG_00308	FGSG_00308	protein_coding	uncharacterized protein	GeneID:23547800
FGSG_00309	gene:FGSG_00309	FGSG_00309	protein_coding	uncharacterized protein	GeneID:23547801
FGSG_00310	gene:FGSG_00310	FGSG_00310	protein_coding	uncharacterized protein	GeneID:23547802
FGSG_00311	gene:FGSG_00311	FGSG_00311	protein_coding	uncharacterized protein	GeneID:23547803
FGSG_00312	gene:FGSG_00312	FGSG_00312	protein_coding	uncharacterized protein	GeneID:23547804
FGSG_00313	gene:FGSG_00313	FGSG_00313	protein_coding	uncharacterized protein	GeneID:23547805
FGSG_00314	gene:FGSG_00314	FGSG_00314	protein_coding	uncharacterized protein	GeneID:23547806
FGSG_00315	gene:FGSG_00315	FGSG_00315	protein_coding	uncharacterized protein	GeneID:23547807
FGSG_00316	gene:FGSG_00316	FGSG_00316	protein_coding	uncharacterized protein	GeneID:23547808
FGSG_00317	gene:FGSG_00317	FGSG_00317	protein_coding	uncharacterized protein	GeneID:23547809
FGSG_00318	gene:FGSG_00318	FGSG_00318	protein_coding	uncharacterized protein	GeneID:23547810
FGSG_00319	gene:FGSG_00319	FGSG_00319	protein_coding	uncharacterized protein	GeneID:23547811
FGSG_00320	gene:FGSG_00320	FGSG_00320	protein_coding	uncharacterized protein	GeneID:23547812
FGSG_00321	gene:FGSG_00321	FGSG_00321	protein_coding	uncharacterized protein	GeneID:23547813
FGSG_00322	gene:FGSG_00322	FGSG_00322	protein_coding	uncharacterized protein	GeneID:23547814
FGSG_00323	gene:FGSG_00323	FGSG_00323	protein_coding	deoxyhypusine synthase	GeneID:23547815
FGSG_00324	gene:FGSG_00324	FGSG_00324	protein_coding	uncharacterized protein	GeneID:23547816
FGSG_00325	gene:FGSG_00325	FGSG_00325	protein_coding	uncharacterized protein	GeneID:23547817
FGSG_00326	gene:FGSG_00326	FGSG_00326	protein_coding	uncharacterized protein	GeneID:23547818
FGSG_00327	gene:FGSG_00327	FGSG_00327	protein_coding	replication factor C subunit 1	GeneID:23547819
FGSG_00328	gene:FGSG_00328	FGSG_00328	protein_coding	60S ribosomal protein L16	GeneID:23547820
FGSG_00329	gene:FGSG_00329	FGSG_00329	protein_coding	replication factor C subunit 5	GeneID:23547821
FGSG_00330	gene:FGSG_00330	FGSG_00330	protein_coding	acetyl-coenzyme A synthetase	GeneID:23547822
FGSG_00331	gene:FGSG_00331	FGSG_00331	protein_coding	uncharacterized protein	GeneID:23547823
FGSG_00332	gene:FGSG_00332	FGSG_00332	protein_coding	uncharacterized protein	GeneID:23547824
FGSG_00333	gene:FGSG_00333	FGSG_00333	protein_coding	uncharacterized protein	GeneID:23547825
FGSG_00334	gene:FGSG_00334	FGSG_00334	protein_coding	uncharacterized protein	GeneID:23547826
FGSG_00335	gene:FGSG_00335	FGSG_00335	protein_coding	uncharacterized protein	GeneID:23547827
FGSG_00336	gene:FGSG_00336	FGSG_00336	protein_coding	uncharacterized protein	GeneID:23547828
FGSG_00337	gene:FGSG_00337	FGSG_00337	protein_coding	calcium/calmodulin-dependent protein kinase type I	GeneID:23547829
FGSG_00338	gene:FGSG_00338	FGSG_00338	protein_coding	uncharacterized protein	GeneID:23547830
FGSG_00339	gene:FGSG_00339	FGSG_00339	protein_coding	uncharacterized protein	GeneID:23547831
FGSG_00340	gene:FGSG_00340	FGSG_00340	protein_coding	GRC3 protein	GeneID:23547832
FGSG_00342	gene:FGSG_00342	FGSG_00342	protein_coding	uncharacterized protein	GeneID:23547833
FGSG_00343	gene:FGSG_00343	FGSG_00343	protein_coding	uncharacterized protein	GeneID:23547834
FGSG_00344	gene:FGSG_00344	FGSG_00344	protein_coding	uncharacterized protein	GeneID:23547835
FGSG_00345	gene:FGSG_00345	FGSG_00345	protein_coding	uncharacterized protein	GeneID:23547836
FGSG_00346	gene:FGSG_00346	FGSG_00346	protein_coding	saccharopine dehydrogenase	GeneID:23547837
FGSG_00347	gene:FGSG_00347	FGSG_00347	protein_coding	uncharacterized protein	GeneID:23547838
FGSG_00348	gene:FGSG_00348	FGSG_00348	protein_coding	uncharacterized protein	GeneID:23547839
FGSG_00349	gene:FGSG_00349	FGSG_00349	protein_coding	mRNA 3'-end processing protein RNA14	GeneID:23547840
FGSG_00350	gene:FGSG_00350	FGSG_00350	protein_coding	uncharacterized protein	GeneID:23547841
FGSG_00351	gene:FGSG_00351	FGSG_00351	protein_coding	uncharacterized protein	GeneID:23547842
FGSG_00352	gene:FGSG_00352	FGSG_00352	protein_coding	uncharacterized protein	GeneID:23547843
FGSG_00353	gene:FGSG_00353	FGSG_00353	protein_coding	uncharacterized protein	GeneID:23547844
FGSG_00354	gene:FGSG_00354	FGSG_00354	protein_coding	uncharacterized protein	GeneID:23547845
FGSG_00355	gene:FGSG_00355	FGSG_00355	protein_coding	uncharacterized protein	GeneID:23547846
FGSG_00357	gene:FGSG_00357	FGSG_00357	protein_coding	uncharacterized protein	GeneID:23547847
FGSG_00358	gene:FGSG_00358	FGSG_00358	protein_coding	small nuclear ribonucleoprotein Sm D1	GeneID:23547848
FGSG_00359	gene:FGSG_00359	FGSG_00359	protein_coding	uncharacterized protein	GeneID:23547849
FGSG_00360	gene:FGSG_00360	FGSG_00360	protein_coding	uncharacterized protein	GeneID:23547850
FGSG_00361	gene:FGSG_00361	FGSG_00361	protein_coding	uncharacterized protein	GeneID:23547851
FGSG_00362	gene:FGSG_00362	FGSG_00362	protein_coding	uncharacterized protein	GeneID:23547852
FGSG_00363	gene:FGSG_00363	FGSG_00363	protein_coding	uncharacterized protein	GeneID:23547853
FGSG_00364	gene:FGSG_00364	FGSG_00364	protein_coding	NEDD8-activating enzyme E1 catalytic subunit	GeneID:23547854
FGSG_00365	gene:FGSG_00365	FGSG_00365	protein_coding	DNA-directed RNA polymerases I and III 40 kDa polypeptide	GeneID:23547855
FGSG_00366	gene:FGSG_00366	FGSG_00366	protein_coding	uncharacterized protein	GeneID:23547856
FGSG_00367	gene:FGSG_00367	FGSG_00367	protein_coding	proteasome component PUP1 precursor	GeneID:23547857
FGSG_00368	gene:FGSG_00368	FGSG_00368	protein_coding	uncharacterized protein	GeneID:23547858
FGSG_00369	gene:FGSG_00369	FGSG_00369	protein_coding	uncharacterized protein	GeneID:23547859
FGSG_00370	gene:FGSG_00370	FGSG_00370	protein_coding	uncharacterized protein	GeneID:23547860
FGSG_00371	gene:FGSG_00371	FGSG_00371	protein_coding	uncharacterized protein	GeneID:23547861
FGSG_00372	gene:FGSG_00372	FGSG_00372	protein_coding	uncharacterized protein	GeneID:23547862
FGSG_00373	gene:FGSG_00373	FGSG_00373	protein_coding	ATP synthase subunit 4	GeneID:23547863
FGSG_00374	gene:FGSG_00374	FGSG_00374	protein_coding	uncharacterized protein	GeneID:23547864
FGSG_00375	gene:FGSG_00375	FGSG_00375	protein_coding	uncharacterized protein	GeneID:23547865
FGSG_00376	gene:FGSG_00376	FGSG_00376	protein_coding	NADH dehydrogenase iron-sulfur protein 2	GeneID:23547866
FGSG_00377	gene:FGSG_00377	FGSG_00377	protein_coding	uncharacterized protein	GeneID:23547867
FGSG_00378	gene:FGSG_00378	FGSG_00378	protein_coding	uncharacterized protein	GeneID:23547868
FGSG_00379	gene:FGSG_00379	FGSG_00379	protein_coding	uncharacterized protein	GeneID:23547869
FGSG_00380	gene:FGSG_00380	FGSG_00380	protein_coding	uncharacterized protein	GeneID:23547870
FGSG_00381	gene:FGSG_00381	FGSG_00381	protein_coding	uncharacterized protein	GeneID:23547871
FGSG_00382	gene:FGSG_00382	FGSG_00382	protein_coding	uncharacterized protein	GeneID:23547872
FGSG_00383	gene:FGSG_00383	FGSG_00383	protein_coding	uncharacterized protein	GeneID:23547873
FGSG_00384	gene:FGSG_00384	FGSG_00384	protein_coding	uncharacterized protein	GeneID:23547874
FGSG_00385	gene:FGSG_00385	FGSG_00385	protein_coding	uncharacterized protein	GeneID:23547875
FGSG_00386	gene:FGSG_00386	FGSG_00386	protein_coding	uncharacterized protein	GeneID:23547876
FGSG_00387	gene:FGSG_00387	FGSG_00387	protein_coding	phosphoglucomutase	GeneID:23547877
FGSG_00388	gene:FGSG_00388	FGSG_00388	protein_coding	uncharacterized protein	GeneID:23547878
FGSG_00389	gene:FGSG_00389	FGSG_00389	protein_coding	uncharacterized protein	GeneID:23547879
FGSG_00390	gene:FGSG_00390	FGSG_00390	protein_coding	uncharacterized protein	GeneID:23547880
FGSG_00391	gene:FGSG_00391	FGSG_00391	protein_coding	uncharacterized protein	GeneID:23547881
FGSG_00392	gene:FGSG_00392	FGSG_00392	protein_coding	uncharacterized protein	GeneID:23547882
FGSG_00393	gene:FGSG_00393	FGSG_00393	protein_coding	uncharacterized protein	GeneID:23547883
FGSG_00394	gene:FGSG_00394	FGSG_00394	protein_coding	uncharacterized protein	GeneID:23547884
FGSG_00395	gene:FGSG_00395	FGSG_00395	protein_coding	40S ribosomal protein S15	GeneID:23547885
FGSG_00396	gene:FGSG_00396	FGSG_00396	protein_coding	uncharacterized protein	GeneID:23547886
FGSG_00397	gene:FGSG_00397	FGSG_00397	protein_coding	tubulin alpha chain	GeneID:23547887
FGSG_00398	gene:FGSG_00398	FGSG_00398	protein_coding	nucleolar protein 12	GeneID:23547888
FGSG_00399	gene:FGSG_00399	FGSG_00399	protein_coding	uncharacterized protein	GeneID:23547889
FGSG_00401	gene:FGSG_00401	FGSG_00401	protein_coding	uncharacterized protein	GeneID:23547890
FGSG_00402	gene:FGSG_00402	FGSG_00402	protein_coding	uncharacterized protein	GeneID:23547891
FGSG_00403	gene:FGSG_00403	FGSG_00403	protein_coding	uncharacterized protein	GeneID:23547892
FGSG_00404	gene:FGSG_00404	FGSG_00404	protein_coding	uncharacterized protein	GeneID:23547893
FGSG_00405	gene:FGSG_00405	FGSG_00405	protein_coding	uncharacterized protein	GeneID:23547894
FGSG_00406	gene:FGSG_00406	FGSG_00406	protein_coding	uncharacterized protein	GeneID:23547895
FGSG_00407	gene:FGSG_00407	FGSG_00407	protein_coding	sporulation protein SPS19	GeneID:23547896
FGSG_00408	gene:FGSG_00408	FGSG_00408	protein_coding	uncharacterized protein	GeneID:23547897
FGSG_00409	gene:FGSG_00409	FGSG_00409	protein_coding	uncharacterized protein	GeneID:23547898
FGSG_00410	gene:FGSG_00410	FGSG_00410	protein_coding	uncharacterized protein	GeneID:23547899
FGSG_00411	gene:FGSG_00411	FGSG_00411	protein_coding	uncharacterized protein	GeneID:23547900
FGSG_00412	gene:FGSG_00412	FGSG_00412	protein_coding	uncharacterized protein	GeneID:23547901
FGSG_00413	gene:FGSG_00413	FGSG_00413	protein_coding	uncharacterized protein	GeneID:23547902
FGSG_00414	gene:FGSG_00414	FGSG_00414	protein_coding	uncharacterized protein	GeneID:23547903
FGSG_00415	gene:FGSG_00415	FGSG_00415	protein_coding	uncharacterized protein	GeneID:23547904
FGSG_00416	gene:FGSG_00416	FGSG_00416	protein_coding	uncharacterized protein	GeneID:23547905
FGSG_00417	gene:FGSG_00417	FGSG_00417	protein_coding	methylenetetrahydrofolate dehydrogenase	GeneID:23547906
FGSG_00418	gene:FGSG_00418	FGSG_00418	protein_coding	uncharacterized protein	GeneID:23547907
FGSG_00419	gene:FGSG_00419	FGSG_00419	protein_coding	uncharacterized protein	GeneID:23547908
FGSG_00420	gene:FGSG_00420	FGSG_00420	protein_coding	transcription factor FET5	GeneID:23547909
FGSG_00421	gene:FGSG_00421	FGSG_00421	protein_coding	S-adenosylmethionine synthetase	GeneID:23547910
FGSG_00422	gene:FGSG_00422	FGSG_00422	protein_coding	uncharacterized protein	GeneID:23547911
FGSG_00423	gene:FGSG_00423	FGSG_00423	protein_coding	uncharacterized protein	GeneID:23547912
FGSG_00424	gene:FGSG_00424	FGSG_00424	protein_coding	uncharacterized protein	GeneID:23547913
FGSG_00425	gene:FGSG_00425	FGSG_00425	protein_coding	uncharacterized protein	GeneID:23547914
FGSG_00426	gene:FGSG_00426	FGSG_00426	protein_coding	uncharacterized protein	GeneID:23547915
FGSG_00427	gene:FGSG_00427	FGSG_00427	protein_coding	uncharacterized protein	GeneID:23547916
FGSG_00428	gene:FGSG_00428	FGSG_00428	protein_coding	uncharacterized protein	GeneID:23547917
FGSG_00429	gene:FGSG_00429	FGSG_00429	protein_coding	uncharacterized protein	GeneID:23547918
FGSG_00430	gene:FGSG_00430	FGSG_00430	protein_coding	uncharacterized protein	GeneID:23547919
FGSG_00431	gene:FGSG_00431	FGSG_00431	protein_coding	uncharacterized protein	GeneID:23547920
FGSG_00432	gene:FGSG_00432	FGSG_00432	protein_coding	uncharacterized protein	GeneID:23547921
FGSG_00433	gene:FGSG_00433	FGSG_00433	protein_coding	uncharacterized protein	GeneID:23547922
FGSG_00434	gene:FGSG_00434	FGSG_00434	protein_coding	uncharacterized protein	GeneID:23547923
FGSG_00435	gene:FGSG_00435	FGSG_00435	protein_coding	uncharacterized protein	GeneID:23547924
FGSG_00436	gene:FGSG_00436	FGSG_00436	protein_coding	uncharacterized protein	GeneID:23547925
FGSG_00437	gene:FGSG_00437	FGSG_00437	protein_coding	uncharacterized protein	GeneID:23547926
FGSG_00438	gene:FGSG_00438	FGSG_00438	protein_coding	uncharacterized protein	GeneID:23547927
FGSG_00439	gene:FGSG_00439	FGSG_00439	protein_coding	uncharacterized protein	GeneID:23547928
FGSG_00440	gene:FGSG_00440	FGSG_00440	protein_coding	uncharacterized protein	GeneID:23547929
FGSG_00441	gene:FGSG_00441	FGSG_00441	protein_coding	uncharacterized protein	GeneID:23547930
FGSG_00442	gene:FGSG_00442	FGSG_00442	protein_coding	uncharacterized protein	GeneID:23547931
FGSG_00443	gene:FGSG_00443	FGSG_00443	protein_coding	uncharacterized protein	GeneID:23547932
FGSG_00444	gene:FGSG_00444	FGSG_00444	protein_coding	uncharacterized protein	GeneID:23547933
FGSG_00445	gene:FGSG_00445	FGSG_00445	protein_coding	uncharacterized protein	GeneID:23547934
FGSG_00446	gene:FGSG_00446	FGSG_00446	protein_coding	uncharacterized protein	GeneID:23547935
FGSG_00447	gene:FGSG_00447	FGSG_00447	protein_coding	uncharacterized protein	GeneID:23547936
FGSG_00448	gene:FGSG_00448	FGSG_00448	protein_coding	pre-mRNA-splicing factor ATP-dependent RNA helicase prp16	GeneID:23547937
FGSG_00449	gene:FGSG_00449	FGSG_00449	protein_coding	uncharacterized protein	GeneID:23547938
FGSG_00450	gene:FGSG_00450	FGSG_00450	protein_coding	uncharacterized protein	GeneID:23547939
FGSG_00451	gene:FGSG_00451	FGSG_00451	protein_coding	uncharacterized protein	GeneID:23547940
FGSG_00452	gene:FGSG_00452	FGSG_00452	protein_coding	uncharacterized protein	GeneID:23547941
FGSG_00453	gene:FGSG_00453	FGSG_00453	protein_coding	uncharacterized protein	GeneID:23547942
FGSG_00454	gene:FGSG_00454	FGSG_00454	protein_coding	uncharacterized protein	GeneID:23547943
FGSG_00455	gene:FGSG_00455	FGSG_00455	protein_coding	uncharacterized protein	GeneID:23547944
FGSG_00456	gene:FGSG_00456	FGSG_00456	protein_coding	uncharacterized protein	GeneID:23547945
FGSG_00457	gene:FGSG_00457	FGSG_00457	protein_coding	uncharacterized protein	GeneID:23547946
FGSG_00458	gene:FGSG_00458	FGSG_00458	protein_coding	uncharacterized protein	GeneID:23547947
FGSG_00459	gene:FGSG_00459	FGSG_00459	protein_coding	uncharacterized protein	GeneID:23547948
FGSG_00460	gene:FGSG_00460	FGSG_00460	protein_coding	uncharacterized protein	GeneID:23547949
FGSG_00461	gene:FGSG_00461	FGSG_00461	protein_coding	uncharacterized protein	GeneID:23547950
FGSG_00462	gene:FGSG_00462	FGSG_00462	protein_coding	uncharacterized protein	GeneID:23547951
FGSG_00463	gene:FGSG_00463	FGSG_00463	protein_coding	uncharacterized protein	GeneID:23547952
FGSG_00464	gene:FGSG_00464	FGSG_00464	protein_coding	uncharacterized protein	GeneID:23547953
FGSG_00465	gene:FGSG_00465	FGSG_00465	protein_coding	uncharacterized protein	GeneID:23547954
FGSG_00466	gene:FGSG_00466	FGSG_00466	protein_coding	uncharacterized protein	GeneID:23547955
FGSG_00467	gene:FGSG_00467	FGSG_00467	protein_coding	uncharacterized protein	GeneID:23547956
FGSG_00468	gene:FGSG_00468	FGSG_00468	protein_coding	uncharacterized protein	GeneID:23547957
FGSG_00469	gene:FGSG_00469	FGSG_00469	protein_coding	serine/threonine-protein kinase psk1	GeneID:23547958
FGSG_00470	gene:FGSG_00470	FGSG_00470	protein_coding	uncharacterized protein	GeneID:23547959
FGSG_00471	gene:FGSG_00471	FGSG_00471	protein_coding	uncharacterized protein	GeneID:23547960
FGSG_00472	gene:FGSG_00472	FGSG_00472	protein_coding	serine/threonine-protein kinase SCH9	GeneID:23547961
FGSG_00473	gene:FGSG_00473	FGSG_00473	protein_coding	uncharacterized protein	GeneID:23547962
FGSG_00474	gene:FGSG_00474	FGSG_00474	protein_coding	uncharacterized protein	GeneID:23547963
FGSG_00475	gene:FGSG_00475	FGSG_00475	protein_coding	uncharacterized protein	GeneID:23547964
FGSG_00476	gene:FGSG_00476	FGSG_00476	protein_coding	uncharacterized protein	GeneID:23547965
FGSG_00477	gene:FGSG_00477	FGSG_00477	protein_coding	uncharacterized protein	GeneID:23547966
FGSG_00478	gene:FGSG_00478	FGSG_00478	protein_coding	phospho-2-dehydro-3-deoxyheptonate aldolase	GeneID:23547967
FGSG_00479	gene:FGSG_00479	FGSG_00479	protein_coding	uncharacterized protein	GeneID:23547968
FGSG_00480	gene:FGSG_00480	FGSG_00480	protein_coding	uncharacterized protein	GeneID:23547969
FGSG_00481	gene:FGSG_00481	FGSG_00481	protein_coding	uncharacterized protein	GeneID:23547970
FGSG_00482	gene:FGSG_00482	FGSG_00482	protein_coding	uncharacterized protein	GeneID:23547971
FGSG_00483	gene:FGSG_00483	FGSG_00483	protein_coding	uncharacterized protein	GeneID:23547972
FGSG_00484	gene:FGSG_00484	FGSG_00484	protein_coding	uncharacterized protein	GeneID:23547973
FGSG_00485	gene:FGSG_00485	FGSG_00485	protein_coding	uncharacterized protein	GeneID:23547974
FGSG_00486	gene:FGSG_00486	FGSG_00486	protein_coding	uncharacterized protein	GeneID:23547975
FGSG_00487	gene:FGSG_00487	FGSG_00487	protein_coding	uncharacterized protein	GeneID:23547976
FGSG_00488	gene:FGSG_00488	FGSG_00488	protein_coding	uncharacterized protein	GeneID:23547977
FGSG_00489	gene:FGSG_00489	FGSG_00489	protein_coding	uncharacterized protein	GeneID:23547978
FGSG_00490	gene:FGSG_00490	FGSG_00490	protein_coding	methylmalonate-semialdehyde dehydrogenase	GeneID:23547979
FGSG_00491	gene:FGSG_00491	FGSG_00491	protein_coding	uncharacterized protein	GeneID:23547980
FGSG_00492	gene:FGSG_00492	FGSG_00492	protein_coding	uncharacterized protein	GeneID:23547981
FGSG_00493	gene:FGSG_00493	FGSG_00493	protein_coding	uncharacterized protein	GeneID:23547982
FGSG_00494	gene:FGSG_00494	FGSG_00494	protein_coding	uncharacterized protein	GeneID:23547983
FGSG_00495	gene:FGSG_00495	FGSG_00495	protein_coding	uncharacterized protein	GeneID:23547984
FGSG_00496	gene:FGSG_00496	FGSG_00496	protein_coding	inorganic pyrophosphatase	GeneID:23547985
FGSG_00497	gene:FGSG_00497	FGSG_00497	protein_coding	uncharacterized protein	GeneID:23547986
FGSG_00499	gene:FGSG_00499	FGSG_00499	protein_coding	uncharacterized protein	GeneID:23547987
FGSG_00500	gene:FGSG_00500	FGSG_00500	protein_coding	hexokinase	GeneID:23547988
FGSG_00501	gene:FGSG_00501	FGSG_00501	protein_coding	arginine N-methyltransferase 2	GeneID:23547989
FGSG_00502	gene:FGSG_00502	FGSG_00502	protein_coding	vacuolar transporter chaperone 4	GeneID:23547990
FGSG_00503	gene:FGSG_00503	FGSG_00503	protein_coding	uncharacterized protein	GeneID:23547991
FGSG_00504	gene:FGSG_00504	FGSG_00504	protein_coding	DNA replication licensing factor mcm4	GeneID:23547992
FGSG_00505	gene:FGSG_00505	FGSG_00505	protein_coding	uncharacterized protein	GeneID:23547993
FGSG_00506	gene:FGSG_00506	FGSG_00506	protein_coding	uncharacterized protein	GeneID:23547994
FGSG_00507	gene:FGSG_00507	FGSG_00507	protein_coding	uncharacterized protein	GeneID:23547995
FGSG_00508	gene:FGSG_00508	FGSG_00508	protein_coding	calcium-transporting ATPase 1	GeneID:23547996
FGSG_00509	gene:FGSG_00509	FGSG_00509	protein_coding	uncharacterized protein	GeneID:23547997
FGSG_00510	gene:FGSG_00510	FGSG_00510	protein_coding	uncharacterized protein	GeneID:23547998
FGSG_00511	gene:FGSG_00511	FGSG_00511	protein_coding	uncharacterized protein	GeneID:23547999
FGSG_00512	gene:FGSG_00512	FGSG_00512	protein_coding	uncharacterized protein	GeneID:23548000
FGSG_00513	gene:FGSG_00513	FGSG_00513	protein_coding	uncharacterized protein	GeneID:23548001
FGSG_00514	gene:FGSG_00514	FGSG_00514	protein_coding	uncharacterized protein	GeneID:23548002
