GO_ID	term_name
GO:0008775	acetate CoA-transferase activity
GO:0008776	acetate kinase activity
GO:0008682	3-demethoxyubiquinol 3-hydroxylase activity
GO:0008681	2-octaprenyl-6-methoxyphenol hydroxylase activity
GO:0008686	3,4-dihydroxy-2-butanone-4-phosphate synthase activity
GO:0008902	hydroxymethylpyrimidine kinase activity
GO:0008942	nitrite reductase [NAD(P)H] activity
GO:0008941	nitric oxide dioxygenase [NAD(P)H] activity
GO:0008934	inositol monophosphate 1-phosphatase activity
GO:0008926	mannitol-1-phosphate 5-dehydrogenase activity
GO:0008986	pyruvate, water dikinase activity
GO:0008999	protein-N-terminal-alanine acetyltransferase activity
GO:0008998	ribonucleoside-triphosphate reductase (thioredoxin) activity
GO:0008962	phosphatidylglycerophosphatase activity
GO:0008972	phosphomethylpyrimidine kinase activity
GO:0008977	prephenate dehydrogenase (NAD+) activity
GO:0008967	phosphoglycolate phosphatase activity
GO:0008821	crossover junction DNA endonuclease activity
GO:0008824	cyanate hydratase activity
GO:0008801	beta-phosphoglucomutase activity
GO:0008810	cellulase activity
GO:0008808	cardiolipin synthase activity
GO:0008863	formate dehydrogenase (NAD+) activity
GO:0008865	fructokinase activity
GO:0008864	formyltetrahydrofolate deformylase activity
GO:0008841	dihydrofolate synthase activity
GO:0008840	4-hydroxy-tetrahydrodipicolinate synthase activity
GO:0008835	diaminohydroxyphosphoribosylaminopyrimidine deaminase activity
GO:0008889	glycerophosphodiester phosphodiesterase activity
GO:0008887	glycerate kinase activity
GO:0008892	guanine deaminase activity
GO:0008898	S-adenosylmethionine-homocysteine S-methyltransferase activity
GO:0008897	holo-[acyl-carrier-protein] synthase activity
GO:0008540	proteasome regulatory particle, base subcomplex
GO:0008541	proteasome regulatory particle, lid subcomplex
GO:0008553	P-type proton-exporting transporter activity
GO:0008531	riboflavin kinase activity
GO:0009001	L-serine O-acetyltransferase activity
GO:0009039	urease activity
GO:0009041	obsolete UMP/dUMP kinase activity
GO:0010032	meiotic chromosome condensation
GO:0009044	xylan 1,4-beta-xylosidase activity
GO:0009019	obsolete tRNA (guanine-N1-)-methyltransferase activity
GO:0010008	endosome membrane
GO:0009074	aromatic amino acid catabolic process
GO:0009073	aromatic amino acid biosynthetic process
GO:0009086	obsolete methionine biosynthetic process
GO:0009085	L-lysine biosynthetic process
GO:0009083	branched-chain amino acid catabolic process
GO:0009089	obsolete L-lysine biosynthetic process via diaminopimelate
GO:0009088	L-threonine biosynthetic process
GO:0009082	branched-chain amino acid biosynthetic process
GO:0009081	branched-chain amino acid metabolic process
GO:0009052	pentose-phosphate shunt, non-oxidative branch
GO:0009051	pentose-phosphate shunt, oxidative branch
GO:0009055	electron transfer activity
GO:0009058	biosynthetic process
GO:0009063	amino acid catabolic process
GO:0009062	fatty acid catabolic process
GO:0009067	aspartate family amino acid biosynthetic process
GO:0009060	aerobic respiration
GO:0009231	riboflavin biosynthetic process
GO:0009240	isopentenyl diphosphate biosynthetic process
GO:0010230	alternative respiration
GO:0009247	glycolipid biosynthetic process
GO:0009249	protein lipoylation
GO:0009220	pyrimidine ribonucleotide biosynthetic process
GO:0009225	nucleotide-sugar metabolic process
GO:0009229	thiamine diphosphate biosynthetic process
GO:0009228	thiamine biosynthetic process
GO:0009272	fungal-type cell wall biogenesis
GO:0009277	fungal-type cell wall
GO:0009279	cell outer membrane
GO:0010257	NADH dehydrogenase complex assembly
GO:0010265	SCF complex assembly
GO:0009251	glucan catabolic process
GO:0009254	peptidoglycan turnover
GO:0009259	ribonucleotide metabolic process
GO:0009265	2'-deoxyribonucleotide biosynthetic process
GO:0009263	deoxyribonucleotide biosynthetic process
GO:0009267	cellular response to starvation
GO:0009298	GDP-mannose biosynthetic process
GO:0009310	amine catabolic process
GO:0009314	response to radiation
GO:0009313	oligosaccharide catabolic process
GO:0009311	oligosaccharide metabolic process
GO:0009316	3-isopropylmalate dehydratase complex
GO:0009308	amine metabolic process
GO:0009328	phenylalanine-tRNA ligase complex
GO:0010309	acireductone dioxygenase [iron(II)-requiring] activity
GO:0009303	rRNA transcription
GO:0009306	protein secretion
GO:0009353	obsolete mitochondrial oxoglutarate dehydrogenase complex
GO:0009361	succinate-CoA ligase complex (ADP-forming)
GO:0009368	endopeptidase Clp complex
GO:0009331	glycerol-3-phosphate dehydrogenase (FAD) complex
GO:0009337	sulfite reductase complex (NADPH)
GO:0009341	beta-galactosidase complex
GO:0009349	riboflavin synthase complex
GO:0009398	FMN biosynthetic process
GO:0009396	folic acid-containing compound biosynthetic process
GO:0009395	phospholipid catabolic process
GO:0010390	obsolete histone monoubiquitination
GO:0010389	regulation of G2/M transition of mitotic cell cycle
GO:0009378	four-way junction helicase activity
GO:0009383	rRNA (cytosine-C5-)-methyltransferase activity
GO:0009097	obsolete isoleucine biosynthetic process
GO:0009094	L-phenylalanine biosynthetic process
GO:0009099	L-valine biosynthetic process
GO:0009098	L-leucine biosynthetic process
GO:0009092	L-homoserine metabolic process
GO:0009090	L-homoserine biosynthetic process
GO:0009116	nucleoside metabolic process
GO:0009113	purine nucleobase biosynthetic process
GO:0009117	nucleotide metabolic process
GO:0010106	cellular response to iron ion starvation
GO:0009102	biotin biosynthetic process
GO:0009107	lipoate biosynthetic process
GO:0010142	farnesyl diphosphate biosynthetic process, mevalonate pathway
GO:0009156	ribonucleoside monophosphate biosynthetic process
GO:0010134	sulfate assimilation via adenylyl sulfate reduction
GO:0010133	obsolete L-proline catabolic process to L-glutamate
GO:0009166	nucleotide catabolic process
GO:0009168	purine ribonucleoside monophosphate biosynthetic process
GO:0010121	obsolete L-arginine catabolic process to proline via ornithine
GO:0009134	nucleoside diphosphate catabolic process
GO:0009141	nucleoside triphosphate metabolic process
GO:0009143	nucleoside triphosphate catabolic process
GO:0010124	phenylacetate catabolic process
GO:0010181	FMN binding
GO:0009712	catechol-containing compound metabolic process
GO:0009651	response to salt stress
GO:0009653	anatomical structure morphogenesis
GO:0009691	cytokinin biosynthetic process
GO:0010508	positive regulation of autophagy
GO:0010506	regulation of autophagy
GO:0009505	plant-type cell wall
GO:0009435	NAD+ biosynthetic process
GO:0009439	obsolete cyanate metabolic process
GO:0009437	carnitine metabolic process
GO:0010411	xyloglucan metabolic process
GO:0009443	pyridoxal 5'-phosphate salvage
GO:0009411	response to UV
GO:0009410	response to xenobiotic stimulus
GO:0009408	response to heat
GO:0009423	chorismate biosynthetic process
GO:0010452	obsolete histone H3-K36 methylation
GO:0010468	regulation of gene expression
GO:0009452	7-methylguanosine RNA capping
GO:0009450	GABA catabolic process
GO:0010436	carotenoid dioxygenase activity
GO:0010499	proteasomal ubiquitin-independent protein catabolic process
GO:0010498	proteasomal protein catabolic process
GO:0010484	histone H3 acetyltransferase activity
GO:0010494	cytoplasmic stress granule
GO:0010485	histone H4 acetyltransferase activity
GO:0009636	response to toxic substance
GO:0009611	response to wounding
GO:0009584	detection of visible light
GO:0009922	fatty acid elongase activity
GO:0009916	alternative oxidase activity
GO:0009918	obsolete sterol delta7 reductase activity
GO:0009966	regulation of signal transduction
GO:0009927	histidine phosphotransfer kinase activity
GO:0009992	intracellular water homeostasis
GO:0009972	obsolete cytidine deamination
GO:0009982	pseudouridine synthase activity
GO:0009986	cell surface
GO:0009898	cytoplasmic side of plasma membrane
GO:0016002	obsolete obsolete sulfite reductase activity
GO:0016050	vesicle organization
GO:0016052	carbohydrate catabolic process
GO:0016040	glutamate synthase (NADH) activity
GO:0016042	lipid catabolic process
GO:0016031	tRNA import into mitochondrion
GO:0016034	maleylacetoacetate isomerase activity
GO:0016035	zeta DNA polymerase complex
GO:0016036	cellular response to phosphate starvation
GO:0016020	membrane
GO:0016024	CDP-diacylglycerol biosynthetic process
GO:0016132	brassinosteroid biosynthetic process
GO:0016117	carotenoid biosynthetic process
GO:0016121	carotene catabolic process
GO:0016125	sterol metabolic process
GO:0016126	sterol biosynthetic process
GO:0016106	sesquiterpenoid biosynthetic process
GO:0016208	AMP binding
GO:0016212	L-kynurenine:2-oxoglutarate transaminase activity
GO:0016251	RNA polymerase II general transcription initiation factor activity
GO:0016255	attachment of GPI anchor to protein
GO:0016242	negative regulation of macroautophagy
GO:0016233	telomere capping
GO:0016235	aggresome
GO:0016236	macroautophagy
GO:0016237	microautophagy
GO:0016226	iron-sulfur cluster assembly
GO:0016405	CoA-ligase activity
GO:0016407	acetyltransferase activity
GO:0016409	palmitoyltransferase activity
GO:0016410	obsolete N-acyltransferase activity
GO:0016442	RISC complex
GO:0016428	tRNA (cytidine-N5)-methyltransferase activity
GO:0016429	obsolete tRNA (adenine-N1)-methyltransferase activity
GO:0016433	rRNA (adenine) methyltransferase activity
GO:0016435	rRNA (guanine) methyltransferase activity
GO:0016471	vacuolar proton-transporting V-type ATPase complex
GO:0016477	cell migration
GO:0016459	myosin complex
GO:0016460	myosin II complex
GO:0016298	lipase activity
GO:0016281	eukaryotic translation initiation factor 4F complex
GO:0016282	eukaryotic 43S preinitiation complex
GO:0016287	glycerone-phosphate O-acyltransferase activity
GO:0016272	prefoldin complex
GO:0016274	protein-arginine N-methyltransferase activity
GO:0016279	protein-lysine N-methyltransferase activity
GO:0016192	vesicle-mediated transport
GO:0016197	endosomal transport
GO:0016320	endoplasmic reticulum membrane fusion
GO:0016310	phosphorylation
GO:0016311	dephosphorylation
GO:0016314	phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity
GO:0016300	tRNA (uridine) methyltransferase activity
GO:0016301	kinase activity
GO:0016303	1-phosphatidylinositol-3-kinase activity
GO:0016363	nuclear matrix
GO:0016104	triterpenoid biosynthetic process
GO:0016174	NAD(P)H oxidase H2O2-forming activity
GO:0016175	superoxide-generating NAD(P)H oxidase activity
GO:0016151	nickel cation binding
GO:0016158	inositol hexakisphosphate 3-phosphatase activity
GO:0016139	glycoside catabolic process
GO:0016149	translation release factor activity, codon specific
GO:0016095	polyprenol catabolic process
GO:0016070	RNA metabolic process
GO:0016075	rRNA catabolic process
GO:0015114	obsolete phosphate ion transmembrane transporter activity
GO:0015113	nitrite transmembrane transporter activity
GO:0015112	nitrate transmembrane transporter activity
GO:0015109	chromate transmembrane transporter activity
GO:0015105	arsenite transmembrane transporter activity
GO:0015124	allantoate transmembrane transporter activity
GO:0015123	acetate transmembrane transporter activity
GO:0015117	thiosulfate transmembrane transporter activity
GO:0015116	sulfate transmembrane transporter activity
GO:0015104	antimonite transmembrane transporter activity
GO:0015149	hexose transmembrane transporter activity
GO:0015165	pyrimidine nucleotide-sugar transmembrane transporter activity
GO:0015131	oxaloacetate transmembrane transporter activity
GO:0015038	glutathione disulfide oxidoreductase activity
GO:0015035	protein-disulfide reductase activity
GO:0015031	protein transport
GO:0015039	obsolete NADPH-adrenodoxin reductase activity
GO:0015079	potassium ion transmembrane transporter activity
GO:0015078	proton transmembrane transporter activity
GO:0015075	monoatomic ion transmembrane transporter activity
GO:0015087	cobalt ion transmembrane transporter activity
GO:0015086	cadmium ion transmembrane transporter activity
GO:0015085	calcium ion transmembrane transporter activity
GO:0015501	glutamate:sodium symporter activity
GO:0015513	high-affinity secondary active nitrite transmembrane transporter activity
GO:0015677	copper ion import
GO:0015662	P-type ion transporter activity
GO:0015693	magnesium ion transport
GO:0015689	molybdate ion transport
GO:0015699	antimonite transmembrane transport
GO:0015631	tubulin binding
GO:0015630	microtubule cytoskeleton
GO:0015629	actin cytoskeleton
GO:0015141	succinate transmembrane transporter activity
GO:0015140	malate transmembrane transporter activity
GO:0015194	L-serine transmembrane transporter activity
GO:0015179	L-amino acid transmembrane transporter activity
GO:0015175	neutral L-amino acid transmembrane transporter activity
GO:0015174	basic amino acid transmembrane transporter activity
GO:0015171	amino acid transmembrane transporter activity
GO:0015189	L-lysine transmembrane transporter activity
GO:0015187	glycine transmembrane transporter activity
GO:0015184	L-cystine transmembrane transporter activity
GO:0015183	L-aspartate transmembrane transporter activity
GO:0015099	nickel cation transmembrane transporter activity
GO:0015098	molybdate ion transmembrane transporter activity
GO:0015095	magnesium ion transmembrane transporter activity
GO:0015093	ferrous iron transmembrane transporter activity
GO:0015203	polyamine transmembrane transporter activity
GO:0015233	pantothenate transmembrane transporter activity
GO:0015230	FAD transmembrane transporter activity
GO:0015228	coenzyme A transmembrane transporter activity
GO:0015227	O-acyl-L-carnitine transmembrane transporter activity
GO:0015244	fluconazole transmembrane transporter activity
GO:0015205	nucleobase transmembrane transporter activity
GO:0015204	urea transmembrane transporter activity
GO:0015218	pyrimidine nucleotide transmembrane transporter activity
GO:0015217	ADP transmembrane transporter activity
GO:0015254	glycerol channel activity
GO:0015250	water channel activity
GO:0015248	obsolete sterol transporter activity
GO:0015297	antiporter activity
GO:0015293	symporter activity
GO:0015292	uniporter activity
GO:0015606	spermidine transmembrane transporter activity
GO:0015616	DNA translocase activity
GO:0015319	obsolete sodium:inorganic phosphate symporter activity
GO:0015355	secondary active monocarboxylate transmembrane transporter activity
GO:0015367	oxoglutarate:malate antiporter activity
GO:0015343	siderophore-iron transmembrane transporter activity
GO:0015379	potassium:chloride symporter activity
GO:0015369	calcium:proton antiporter activity
GO:0015385	sodium:proton antiporter activity
GO:0015440	ABC-type peptide transporter activity
GO:0015421	ABC-type oligopeptide transporter activity
