# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "6" "-p" "-t" "exon" "-g" "gene_id" "-s" "2" "-a" "/mnt/d/BioInf/Task_2/Reference_genome/Fusarium_graminearum_ph_1_gca_000240135.ASM24013v3.62.gtf" "-o" "/mnt/d/BioInf/Task_2/Quantification_results/SRR10408675/counts.txt" "/mnt/d/BioInf/Task_2/Alignment_results/SRR10408675/SRR10408675_aligned_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/mnt/d/BioInf/Task_2/Alignment_results/SRR10408675/SRR10408675_aligned_sorted.bam
gene:FGSG_00243	1;1;1;1;1;1	760849;761683;761879;762050;762403;762459	761626;761736;761941;762302;762422;763069	+;+;+;+;+;+	1779	4646
gene:FGSG_11729	1;1;1	764537;764834;765440	764797;765388;765542	+;+;+	919	307
gene:FGSG_20502	1	765621	765703	+	83	4
gene:FGSG_11730	1	766552	767058	+	507	4
gene:FGSG_11731	1	767250	767801	-	552	1
gene:FGSG_00245	1;1	768054;768618	768494;768719	-;-	543	0
gene:FGSG_00246	1	770215	771102	+	888	159
gene:FGSG_00247	1;1;1;1;1;1	771165;771499;771926;772199;772356;773055	771362;771873;772156;772306;773002;773157	-;-;-;-;-;-	1662	52
gene:FGSG_11732	1;1;1	777435;777646;777758	777619;777716;777849	-;-;-	348	44
gene:FGSG_00248	1;1;1;1	778345;779419;779808;781553	779371;779490;781231;782359	+;+;+;+	3330	752
gene:FGSG_00249	1	783527	784480	+	954	767
gene:FGSG_11733	1;1;1;1	786113;786274;786957;787822	786217;786903;787730;787845	+;+;+;+	1533	23
gene:FGSG_11734	1	788334	789077	+	744	113
gene:FGSG_00251	1	791414	794257	+	2844	2
gene:FGSG_00252	1;1;1	795505;795816;796462	795758;796409;796636	-;-;-	1023	8
gene:FGSG_00253	1;1	797640;798340	798288;798671	+;+	981	0
gene:FGSG_00254	1	799624	800061	+	438	2
gene:FGSG_11735	1;1	800234;800633	800549;800655	-;-	339	0
gene:FGSG_00255	1;1;1	801234;801971;802128	801933;802102;802324	+;+;+	1029	0
gene:FGSG_00256	1;1	803050;803722	803712;803841	-;-	783	2
gene:FGSG_00257	1	804398	805603	-	1206	936
gene:FGSG_00258	1;1;1;1	806284;806431;807051;807265	806391;806486;807212;807310	-;-;-;-	372	424
gene:FGSG_00259	1;1	808354;808576	808529;810220	+;+	1821	1770
gene:FGSG_00260	1;1	810407;810843	810792;811074	-;-	618	70
gene:FGSG_00261	1;1	812420;812643	812589;815520	-;-	3048	5508
gene:FGSG_00262	1;1	816327;816378	816332;817406	+;+	1035	0
gene:FGSG_00263	1;1;1;1	817488;819382;820176;820279	819331;820124;820224;820290	-;-;-;-	2648	1047
gene:FGSG_00264	1;1;1;1;1	820722;821001;821101;821221;821508	820948;821050;821163;821385;821593	-;-;-;-;-	591	2205
gene:FGSG_00265	1;1;1	823407;824115;824460	823936;824358;824813	-;-;-	1128	930
gene:FGSG_00266	1	828040	830019	+	1980	37
gene:FGSG_00267	1	830666	832078	-	1413	3
gene:FGSG_00268	1;1	833092;833209	833161;834359	+;+	1221	166
gene:FGSG_11736	1	834619	835539	-	921	477
gene:FGSG_00269	1;1;1	836061;836532;837650	836481;837594;838150	-;-;-	1985	2536
gene:FGSG_00270	1;1	838527;839597	839544;841188	+;+	2610	2311
gene:FGSG_11737	1;1	842105;842200	842124;842287	+;+	108	0
gene:FGSG_11738	1	844215	844559	+	345	0
gene:FGSG_00271	1;1	845735;846809	846751;848286	+;+	2495	2816
gene:FGSG_00272	1;1;1;1	848729;848838;849291;849754	848803;849242;849699;849821	+;+;+;+	957	113
gene:FGSG_00273	1	850920	851804	+	885	0
gene:FGSG_11739	1;1	854597;854909	854851;855064	-;-	411	6
gene:FGSG_00274	1;1	855928;856245	856171;856426	-;-	426	4
gene:FGSG_00275	1;1;1	857055;857306;857740	857250;857654;857749	+;+;+	555	308
gene:FGSG_00276	1;1	857974;858381	858329;859128	-;-	1104	2984
gene:FGSG_00277	1	861664	862083	+	420	517
gene:FGSG_00278	1;1	864020;864520	864388;865646	+;+	1496	20157
gene:FGSG_00279	1	867039	868001	+	963	1160
gene:FGSG_11740	1;1	868199;868858	868516;868929	-;-	390	16
gene:FGSG_20503	1	869025	869132	-	108	0
gene:FGSG_00280	1;1;1	869722;870826;871012	870774;870950;871024	-;-;-	1191	672
gene:FGSG_00281	1;1;1;1	871404;871593;871787;872100	871542;871647;872052;872899	+;+;+;+	1260	3151
gene:FGSG_00282	1	877766	878314	+	549	77
gene:FGSG_00283	1;1	878887;881303	881236;881617	-;-	2665	679
gene:FGSG_00284	1;1;1	882189;884030;885438	883922;885386;887598	-;-;-	5252	1062
gene:FGSG_20504	1	890189	890283	-	95	24
gene:FGSG_00285	1;1	890640;891637	891587;892054	-;-	1366	18778
gene:FGSG_11741	1	892170	892455	-	286	1649
gene:FGSG_00286	1;1;1	894122;894673;894798	894618;894744;895676	+;+;+	1448	9756
gene:FGSG_00287	1;1;1	895748;896977;897333	896926;897272;897645	-;-;-	1788	838
gene:FGSG_00288	1;1;1	899954;900527;900861	900469;900633;901071	+;+;+	834	475
gene:FGSG_00289	1	901989	903731	-	1743	348
gene:FGSG_11742	1;1;1	906143;912461;913116	912406;913065;913218	+;+;+	6972	1163
gene:FGSG_11743	1	913667	914926	+	1260	624
gene:FGSG_00291	1;1;1	915077;915532;915823	915472;915768;915906	-;-;-	717	1197
gene:FGSG_00292	1	916190	918499	+	2310	3017
gene:FGSG_00293	1;1	918896;920982	920931;922122	-;-	3177	1113
gene:FGSG_00294	1;1	923496;924026	923969;925381	+;+	1830	715
gene:FGSG_00295	1	926009	926476	+	468	25
gene:FGSG_00296	1;1	927151;927432	927366;928961	+;+	1746	2126
gene:FGSG_00297	1;1;1	929692;929818;930758	929759;930698;931968	-;-;-	2160	685
gene:FGSG_00298	1;1;1	932933;933787;934100	933736;934046;934625	-;-;-	1590	2305
gene:FGSG_00299	1;1;1;1;1;1;1;1	937343;937526;937612;937783;937992;938672;939184;940479	937441;937556;937729;937879;938619;939131;940428;940986	+;+;+;+;+;+;+;+	3186	7246
gene:FGSG_00300	1;1;1;1	941123;941672;941925;942422	941612;941764;942236;942668	-;-;-;-	1142	24736
gene:FGSG_00301	1;1;1;1;1	942803;943401;943582;943731;944104	943347;943534;943675;943894;944362	-;-;-;-;-	1196	736
gene:FGSG_00302	1;1;1	944772;946303;946459	946250;946410;946512	-;-;-	1641	622
gene:FGSG_00303	1;1;1	947430;947501;947872	947451;947641;948029	-;-;-	321	1741
gene:FGSG_00304	1;1;1	948926;949225;949484	949171;949428;949846	+;+;+	813	1116
gene:FGSG_00305	1;1	950668;951493	951436;951886	-;-	1163	3888
gene:FGSG_00306	1;1;1	952232;952618;952770	952564;952700;953841	+;+;+	1488	6549
gene:FGSG_00307	1	954142	958419	-	4278	386
gene:FGSG_00308	1;1;1	959491;959842;960628	959777;960572;961064	+;+;+	1455	1889
gene:FGSG_00309	1;1;1;1;1;1;1	961089;962366;962883;963171;963346;963483;963661	962318;962827;963116;963299;963413;963602;963691	-;-;-;-;-;-;-	2274	1338
gene:FGSG_00310	1;1;1	964168;964521;964735	964435;964635;964835	-;-;-	484	20638
gene:FGSG_00311	1;1	967121;967479	967340;967672	+;+	414	26
gene:FGSG_00312	1	967810	968730	-	921	26
gene:FGSG_00313	1;1;1;1;1	969281;969683;970233;970421;970562	969624;970187;970367;970507;970840	-;-;-;-;-	1350	78
gene:FGSG_11744	1;1;1	973971;974134;974262	974093;974201;974442	-;-;-	372	22
gene:FGSG_00314	1	974990	976809	+	1820	30038
gene:FGSG_00315	1;1;1;1;1;1	977406;977948;978073;978598;978874;978989	977887;978018;978165;978631;978927;979115	-;-;-;-;-;-	861	75
gene:FGSG_00316	1;1;1	982177;982893;983881	982830;983827;984126	-;-;-	1835	1233
gene:FGSG_00317	1;1	986924;987971	987536;988235	-;-	878	4953
gene:FGSG_00318	1;1	997474;998204	998115;998837	+;+	1276	785
gene:FGSG_00319	1	999619	1000594	-	976	1286
gene:FGSG_00320	1;1;1	1002150;1002900;1003394	1002832;1003337;1003448	-;-;-	1176	4631
gene:FGSG_00321	1;1	1003855;1004380	1004330;1005048	+;+	1145	5151
gene:FGSG_00322	1;1;1	1005737;1006356;1006469	1006049;1006415;1007214	+;+;+	1119	3
gene:FGSG_00323	1;1	1007537;1008481	1008400;1008693	-;-	1077	3385
gene:FGSG_00324	1;1;1;1	1009143;1009499;1009729;1014287	1009263;1009592;1014232;1016482	+;+;+;+	6915	1499
gene:FGSG_00325	1;1;1	1016915;1017061;1017181	1017010;1017123;1017342	+;+;+	321	843
gene:FGSG_00326	1;1;1;1;1;1;1;1;1;1	1018246;1018946;1019159;1019806;1019919;1020049;1020370;1021100;1021247;1021376	1018893;1019109;1019747;1019858;1019990;1020299;1020965;1021161;1021312;1021484	-;-;-;-;-;-;-;-;-;-	2610	4
gene:FGSG_00327	1;1;1;1;1	1022213;1022595;1025272;1025368;1025473	1022537;1025219;1025316;1025419;1025575	-;-;-;-;-	3150	981
gene:FGSG_00328	1;1;1	1025914;1026396;1026586	1026345;1026537;1026770	+;+;+	759	5443
gene:FGSG_00329	1;1;1	1027189;1027336;1028013	1027275;1027958;1028367	+;+;+	1065	836
gene:FGSG_00330	1;1;1;1;1;1	1031642;1032202;1032349;1032432;1033647;1034367	1032143;1032225;1032375;1033594;1034312;1034860	+;+;+;+;+;+	2876	6542
gene:FGSG_11745	1;1	1036532;1036667	1036598;1038525	+;+	1926	466
gene:FGSG_00331	1;1;1	1039320;1039825;1039983	1039767;1039927;1040329	-;-;-	898	1300
gene:FGSG_00332	1;1;1;1;1;1	1042422;1042528;1043017;1044386;1044608;1044746	1042445;1042944;1044237;1044546;1044624;1044798	-;-;-;-;-;-	1893	1088
gene:FGSG_00333	1;1	1049905;1050339	1050281;1051386	+;+	1425	1522
gene:FGSG_00334	1;1	1051729;1052125	1052092;1053485	+;+	1725	410
gene:FGSG_00335	1;1	1054304;1055502	1055448;1056927	-;-	2571	711
gene:FGSG_00336	1;1;1	1057882;1058134;1058454	1058072;1058394;1058538	+;+;+	537	283
gene:FGSG_00337	1;1	1059634;1059899	1059807;1060948	+;+	1224	1582
gene:FGSG_00338	1;1	1061848;1063481	1063429;1064244	-;-	2346	11292
gene:FGSG_11746	1;1	1064408;1064578	1064418;1065007	+;+	441	0
gene:FGSG_11747	1;1	1068184;1068288	1068186;1068761	+;+	477	61
gene:FGSG_00339	1;1	1070888;1071766	1071717;1073014	-;-	2079	905
gene:FGSG_00340	1;1;1;1;1	1073575;1073694;1073996;1074186;1074521	1073611;1073946;1074137;1074473;1075963	+;+;+;+;+	2163	261
gene:FGSG_11748	1;1	1077309;1077501	1077403;1077510	+;+	105	19
gene:FGSG_11749	1;1	1078652;1078740	1078703;1078786	+;+	99	61
gene:FGSG_11750	1	1079874	1081954	+	2081	5029
gene:FGSG_11751	1	1085577	1086002	+	426	5
gene:FGSG_11752	1;1;1;1;1	1087685;1087903;1088298;1088527;1088723	1087690;1087975;1088408;1088697;1089000	-;-;-;-;-	639	0
gene:FGSG_00342	1;1	1092650;1092945	1092881;1093345	-;-	633	211
gene:FGSG_00343	1;1;1	1095638;1095842;1097999	1095756;1097943;1098729	+;+;+	2952	2087
gene:FGSG_00344	1	1099082	1099783	-	702	0
gene:FGSG_00345	1;1;1	1100528;1100962;1101559	1100906;1101505;1102213	-;-;-	1578	6
gene:FGSG_11753	1;1	1103577;1104057	1103949;1104106	-;-	423	0
gene:FGSG_00346	1;1;1;1;1;1;1;1;1	1106966;1107425;1107489;1107645;1107714;1107954;1108276;1108585;1108741	1107376;1107435;1107592;1107662;1107906;1108222;1108527;1108690;1108865	+;+;+;+;+;+;+;+;+	1489	9446
gene:FGSG_00347	1	1109071	1110231	-	1161	328
gene:FGSG_00348	1;1	1111568;1114236	1114183;1114574	-;-	2955	20
gene:FGSG_00349	1;1;1;1	1116091;1117061;1118111;1118592	1117010;1118063;1118542;1119230	-;-;-;-	2994	1443
gene:FGSG_00350	1;1;1;1	1120718;1121091;1121185;1121546	1121039;1121130;1121493;1122193	+;+;+;+	1319	4650
gene:FGSG_00351	1;1;1;1	1123575;1124133;1124831;1125347	1124083;1124775;1125286;1125691	+;+;+;+	1953	23
gene:FGSG_00352	1	1126784	1127707	-	924	1432
gene:FGSG_00353	1;1;1;1	1135902;1136101;1136343;1136461	1136044;1136266;1136388;1136817	-;-;-;-	712	7015
gene:FGSG_00354	1;1	1137604;1138061	1137841;1138320	+;+	498	11
gene:FGSG_00355	1;1;1;1;1	1144494;1144670;1144852;1145156;1146800	1144614;1144803;1145100;1146749;1146960	+;+;+;+;+	2259	1649
gene:FGSG_11754	1;1;1	1147806;1148098;1148777	1148046;1148714;1149164	+;+;+	1246	462
gene:FGSG_11755	1;1;1;1;1	1149770;1150134;1150844;1151213;1151330	1150073;1150788;1151161;1151276;1152226	+;+;+;+;+	2238	217
gene:FGSG_00357	1	1153134	1153898	+	765	644
gene:FGSG_00358	1;1;1	1154016;1154569;1154710	1154500;1154618;1154723	-;-;-	549	3730
gene:FGSG_00359	1;1;1	1155864;1156008;1158312	1155929;1158256;1158489	+;+;+	2493	845
gene:FGSG_00360	1;1;1;1	1159167;1159382;1159599;1159784	1159321;1159529;1159701;1161738	+;+;+;+	2361	2522
gene:FGSG_00361	1	1160130	1162667	-	2538	488
gene:FGSG_11756	1	1163325	1163753	+	429	316
gene:FGSG_00362	1	1164667	1167177	+	2511	645
gene:FGSG_00363	1;1;1	1167371;1169120;1169601	1169067;1169548;1170450	-;-;-	2976	922
gene:FGSG_00364	1;1;1;1	1170796;1170942;1171156;1171288	1170845;1171040;1171235;1172360	+;+;+;+	1302	1554
gene:FGSG_00365	1;1	1172655;1173797	1173734;1173862	-;-	1146	2048
gene:FGSG_11757	1;1	1174873;1175040	1174985;1175784	+;+	858	1532
gene:FGSG_00366	1;1;1;1	1175421;1175608;1179239;1180000	1175455;1179162;1179893;1180101	-;-;-;-	4347	3374
gene:FGSG_00367	1;1	1180830;1181233	1181134;1182050	+;+	1123	8092
gene:FGSG_00368	1;1;1;1	1182532;1182695;1182887;1182960	1182640;1182833;1182896;1184843	-;-;-;-	2142	573
gene:FGSG_11758	1;1;1	1185543;1185638;1185881	1185604;1185735;1186281	+;+;+	561	17
gene:FGSG_11759	1;1	1187189;1187439	1187330;1187599	-;-	303	6
gene:FGSG_00369	1;1;1	1188944;1189421;1190450	1189363;1190373;1190867	-;-;-	1791	5101
gene:FGSG_00370	1;1;1	1191785;1191891;1192070	1191836;1192016;1192776	+;+;+	885	810
gene:FGSG_00371	1;1;1	1193830;1194152;1196137	1194106;1196077;1196444	-;-;-	2511	915
gene:FGSG_20505	1	1197493	1197574	+	82	3
gene:FGSG_00372	1;1	1197843;1198052	1197986;1199545	-;-	1638	1858
gene:FGSG_00373	1;1;1;1	1199874;1200041;1200553;1200831	1199951;1200489;1200775;1201157	+;+;+;+	1077	34866
gene:FGSG_00374	1;1	1201517;1202215	1202108;1203668	-;-	2046	1406
gene:FGSG_00375	1;1	1204275;1204531	1204485;1205929	+;+	1610	1640
gene:FGSG_00376	1;1;1	1204913;1206133;1206925	1206081;1206874;1207698	-;-;-	2685	16810
gene:FGSG_00377	1	1208552	1209097	-	546	773
gene:FGSG_00378	1;1;1;1;1	1210294;1211255;1211959;1212223;1212370	1211168;1211717;1212038;1212238;1213203	-;-;-;-;-	2268	1777
gene:FGSG_00379	1;1	1217342;1218194	1218145;1218754	-;-	1365	302
gene:FGSG_00380	1	1219763	1221634	-	1872	932
gene:FGSG_00381	1	1223131	1224135	+	1005	2
gene:FGSG_00382	1;1;1	1224800;1229026;1229230	1228690;1229106;1229268	-;-;-	4011	1282
gene:FGSG_00383	1;1;1	1229481;1229690;1229903	1229640;1229855;1230278	+;+;+	702	408
gene:FGSG_00384	1;1;1;1;1	1231137;1231394;1231937;1232042;1232310	1231327;1231728;1231954;1232139;1232354	-;-;-;-;-	687	25
gene:FGSG_00385	1;1;1	1234556;1235189;1235460	1235077;1235406;1235858	+;+;+	1139	19868
gene:FGSG_00386	1;1;1;1;1;1;1;1;1	1238237;1238314;1238439;1238562;1238688;1238972;1239134;1239313;1239528	1238264;1238387;1238509;1238636;1238914;1239086;1239261;1239474;1239601	+;+;+;+;+;+;+;+;+	954	1335
gene:FGSG_00387	1;1;1;1;1	1240129;1240471;1241549;1241807;1242031	1240421;1241484;1241752;1241904;1242083	-;-;-;-;-	1662	19661
gene:FGSG_00388	1;1	1242681;1243306	1243247;1243386	-;-	648	1348
gene:FGSG_00389	1	1243901	1245514	+	1614	237
gene:FGSG_00390	1;1;1	1245771;1246776;1247055	1246718;1246941;1247322	-;-;-	1382	1121
gene:FGSG_00391	1	1251420	1252532	-	1113	335
gene:FGSG_00392	1	1254328	1254645	-	318	42
gene:FGSG_00393	1;1;1	1258512;1258796;1259120	1258694;1259034;1259314	+;+;+	617	10299
gene:FGSG_00394	1;1	1259703;1259818	1259769;1260191	+;+	441	18
gene:FGSG_00395	1;1;1;1	1260749;1261060;1261468;1261726	1261008;1261356;1261544;1261815	-;-;-;-	724	119690
gene:FGSG_00396	1;1	1264295;1264560	1264509;1265223	+;+	879	1107
gene:FGSG_00397	1;1;1;1;1	1266529;1266845;1266957;1267322;1267879	1266653;1266903;1267267;1267825;1268684	+;+;+;+;+	1805	34757
gene:FGSG_00398	1;1;1;1	1269111;1269647;1270827;1270954	1269587;1270771;1270893;1270964	-;-;-;-	1680	2159
gene:FGSG_00399	1;1;1;1	1271675;1272705;1272822;1273359	1272653;1272774;1273305;1273763	+;+;+;+	1938	678
gene:FGSG_11760	1;1;1;1;1	1275230;1275621;1275838;1276026;1277355	1275564;1275711;1275965;1277214;1277366	+;+;+;+;+	1755	574
gene:FGSG_00401	1;1	1277401;1277577	1277518;1277851	+;+	393	300
gene:FGSG_00402	1;1	1278781;1279159	1278835;1280354	+;+	1251	476
gene:FGSG_00403	1;1	1281715;1281873	1281813;1282469	+;+	696	2
gene:FGSG_00404	1;1;1;1;1;1;1	1286923;1287686;1287932;1288062;1288169;1289159;1289541	1287602;1287882;1288006;1288117;1289033;1289271;1289630	-;-;-;-;-;-;-	2076	31
gene:FGSG_11761	1;1	1291003;1291109	1291065;1291402	+;+	357	0
gene:FGSG_00405	1;1;1;1;1	1293707;1293854;1294008;1295391;1295613	1293752;1293954;1295340;1295558;1295683	+;+;+;+;+	1719	587
gene:FGSG_00406	1;1	1295930;1296786	1296729;1297413	-;-	1428	11371
gene:FGSG_00407	1;1;1;1	1298497;1299167;1299286;1299538	1299106;1299231;1299479;1299592	-;-;-;-	924	199
gene:FGSG_11762	1	1301103	1302709	-	1607	96
gene:FGSG_11763	1;1;1;1	1304437;1304662;1304951;1305253	1304554;1304865;1305148;1305263	+;+;+;+	531	2
gene:FGSG_11764	1;1;1;1	1306092;1306423;1306738;1306990	1306410;1306533;1306955;1307112	+;+;+;+	771	4
gene:FGSG_00408	1;1	1307547;1311278	1311224;1312140	+;+	4541	2451
gene:FGSG_00409	1;1	1312413;1312887	1312809;1313082	+;+	593	1068
gene:FGSG_00410	1	1316818	1317846	+	1029	271
gene:FGSG_00411	1;1	1318964;1319098	1319047;1320627	+;+	1614	16
gene:FGSG_00412	1;1	1321299;1321834	1321783;1322632	-;-	1284	2
gene:FGSG_00413	1;1;1;1;1;1;1;1;1;1	1323476;1323928;1324238;1324331;1324445;1324635;1324784;1324903;1325059;1325407	1323534;1324186;1324282;1324397;1324527;1324690;1324850;1325003;1325262;1325647	+;+;+;+;+;+;+;+;+;+	1182	30
gene:FGSG_00414	1;1	1325886;1326446	1326393;1327546	-;-	1609	665
gene:FGSG_00415	1	1332282	1333756	+	1475	82110
gene:FGSG_00416	1;1;1	1335091;1336200;1336621	1336117;1336568;1336772	-;-;-	1548	29
gene:FGSG_00417	1;1;1	1339595;1339884;1340669	1339797;1340616;1340749	+;+;+	1017	2907
gene:FGSG_00418	1;1	1343175;1343967	1343918;1345928	+;+	2706	420
gene:FGSG_00419	1	1346865	1347401	+	537	483
gene:FGSG_00420	1;1	1347795;1348699	1348652;1348740	-;-	900	1431
gene:FGSG_00421	1;1;1	1350427;1350865;1351418	1350713;1351297;1352736	+;+;+	2039	35111
gene:FGSG_00422	1	1357910	1359085	+	1176	50
gene:FGSG_00423	1	1360201	1361595	+	1395	322
gene:FGSG_11765	1;1;1;1	1361930;1362308;1363061;1363321	1362129;1362346;1363138;1363396	-;-;-;-	393	5810
gene:FGSG_00424	1	1363645	1365126	+	1482	1659
gene:FGSG_00425	1;1;1	1365826;1366081;1366536	1365997;1366483;1367682	+;+;+	1722	1796
gene:FGSG_00426	1	1367917	1368855	+	939	10
gene:FGSG_00427	1;1;1	1369430;1369531;1370159	1369481;1370102;1370524	+;+;+	990	46
gene:FGSG_00428	1;1	1371160;1373186	1373109;1373290	-;-	2055	2202
gene:FGSG_00429	1;1;1	1373881;1374180;1374470	1374032;1374357;1374838	+;+;+	699	14891
gene:FGSG_00430	1;1;1;1	1375851;1376203;1376928;1378127	1375986;1376877;1378071;1378397	+;+;+;+	2226	7164
gene:FGSG_00431	1;1	1380402;1381053	1381004;1382315	+;+	1866	2
gene:FGSG_00432	1;1;1	1382592;1382734;1383017	1382698;1382851;1383115	-;-;-	324	0
gene:FGSG_00433	1;1;1;1	1383493;1383720;1386295;1387361	1383555;1386245;1387301;1387385	-;-;-;-	3621	1051
gene:FGSG_00434	1;1;1	1388567;1392527;1392815	1392461;1392684;1392932	-;-;-	4171	2647
gene:FGSG_11766	1;1;1;1	1396849;1396971;1397373;1397512	1396924;1397164;1397486;1397595	+;+;+;+	468	6
gene:FGSG_00435	1;1;1	1398943;1399418;1400140	1399361;1400088;1400195	+;+;+	1146	647
gene:FGSG_00436	1;1;1	1400795;1400959;1401146	1400882;1401048;1401780	+;+;+	813	1817
gene:FGSG_00437	1;1	1402685;1404871	1404817;1406247	+;+	3510	1181
gene:FGSG_11767	1	1407117	1407425	+	309	0
gene:FGSG_00438	1;1	1408858;1409339	1409269;1410386	+;+	1460	3664
gene:FGSG_00439	1;1;1;1	1410751;1411010;1411362;1411473	1410945;1411293;1411407;1411750	-;-;-;-	803	1850
gene:FGSG_00440	1;1	1412069;1412167	1412114;1413083	+;+	963	708
gene:FGSG_00441	1;1;1;1	1413449;1414645;1414768;1415305	1414596;1414705;1415134;1415342	-;-;-;-	1614	0
gene:FGSG_00442	1;1;1;1;1	1418015;1418397;1418587;1418769;1419063	1418345;1418469;1418693;1419007;1419530	+;+;+;+;+	1218	777
gene:FGSG_00443	1;1;1	1419790;1420455;1420671	1420345;1420595;1420723	-;-;-	750	1813
gene:FGSG_00444	1;1;1;1	1421996;1422309;1422394;1422800	1422165;1422327;1422730;1423549	+;+;+;+	1276	1599
gene:FGSG_00445	1;1;1	1427115;1427772;1428220	1427564;1428164;1429154	+;+;+	1778	463
gene:FGSG_00446	1;1;1	1429721;1430211;1430638	1430153;1430572;1431127	-;-;-	1285	382
gene:FGSG_00447	1;1;1;1;1	1431284;1431520;1431602;1431670;1431790	1431471;1431550;1431614;1431739;1432021	+;+;+;+;+	534	393
gene:FGSG_00448	1	1432262	1435168	-	2907	857
gene:FGSG_00449	1;1	1436187;1436505	1436443;1437873	+;+	1626	2466
gene:FGSG_00450	1	1440961	1442293	+	1333	7555
gene:FGSG_00451	1	1443440	1444294	+	855	56
gene:FGSG_00452	1	1444366	1445266	-	901	1176
gene:FGSG_00453	1;1	1446780;1447412	1447354;1447475	+;+	639	10
gene:FGSG_00454	1	1447620	1449069	-	1450	2637
gene:FGSG_00455	1;1;1;1	1449966;1450758;1450957;1451130	1450677;1450898;1450985;1451497	-;-;-;-	1250	2247
gene:FGSG_00456	1;1	1454267;1454406	1454314;1454912	+;+	555	0
gene:FGSG_00457	1;1;1;1	1455220;1455652;1455712;1455862	1455576;1455662;1455797;1456256	+;+;+;+	849	33
gene:FGSG_00458	1;1;1	1456340;1456423;1456620	1456362;1456536;1456731	-;-;-	249	3139
gene:FGSG_00459	1	1457247	1458761	+	1515	614
gene:FGSG_00460	1	1459277	1461100	-	1824	355
gene:FGSG_00461	1	1463152	1464911	-	1760	1753
gene:FGSG_00462	1	1465274	1465891	+	618	1097
gene:FGSG_00463	1	1466562	1467773	-	1212	1009
gene:FGSG_11768	1	1470291	1470722	-	432	5
gene:FGSG_00464	1	1471396	1473040	-	1645	8919
gene:FGSG_00465	1;1;1;1	1475396;1475488;1475641;1475867	1475435;1475590;1475810;1476849	+;+;+;+	1296	3837
gene:FGSG_00466	1;1;1	1477121;1477373;1477507	1477315;1477449;1477534	-;-;-	300	1108
gene:FGSG_00467	1;1	1479317;1480569	1480450;1481033	-;-	1599	928
gene:FGSG_00468	1	1481420	1483254	-	1835	680
gene:FGSG_00469	1	1484624	1486162	+	1539	1188
gene:FGSG_11769	1;1;1;1;1	1487257;1487405;1487613;1487846;1487921	1487371;1487520;1487830;1487894;1488073	-;-;-;-;-	651	11
gene:FGSG_00470	1;1;1	1488285;1488514;1489362	1488443;1489289;1489916	+;+;+	1490	28
gene:FGSG_00471	1;1;1	1490362;1490540;1490937	1490477;1490633;1491525	+;+;+	799	27326
gene:FGSG_00472	1;1	1492411;1493928	1493872;1495156	-;-	2691	6793
gene:FGSG_11770	1;1	1496173;1496687	1496506;1496763	-;-	411	39
gene:FGSG_00473	1;1	1497352;1497589	1497438;1498047	-;-	546	5
gene:FGSG_11771	1	1500415	1501036	-	622	136
gene:FGSG_00474	1;1	1501657;1501890	1501823;1502565	+;+	843	216
gene:FGSG_00475	1	1502585	1504318	-	1734	504
gene:FGSG_00476	1;1;1;1	1505002;1505174;1505341;1505503	1505124;1505291;1505445;1505886	+;+;+;+	730	400
gene:FGSG_00477	1;1	1505937;1506669	1506618;1507350	-;-	1364	1079
gene:FGSG_00478	1;1;1;1	1507957;1508168;1509144;1509262	1508114;1509070;1509180;1509273	-;-;-;-	1110	2317
gene:FGSG_00479	1;1	1510365;1511225	1511130;1511235	-;-	777	10
gene:FGSG_20506	1	1511681	1511752	-	72	1
gene:FGSG_00480	1;1;1	1512035;1512223;1513936	1512172;1513883;1514002	-;-;-	1866	790
gene:FGSG_00481	1;1	1514418;1515005	1514950;1515179	+;+	708	481
gene:FGSG_00482	1;1;1	1515685;1515863;1516092	1515809;1516043;1516451	+;+;+	666	215
gene:FGSG_00483	1	1517222	1521079	-	3858	896
gene:FGSG_20507	1	1524465	1524559	-	95	3
gene:FGSG_00484	1;1;1	1524960;1525125;1525479	1524968;1525430;1525667	+;+;+	504	10
gene:FGSG_00485	1	1525808	1527553	-	1746	2064
gene:FGSG_00486	1;1;1;1	1527836;1528861;1529200;1529976	1528808;1529148;1529876;1530380	-;-;-;-	2343	3885
gene:FGSG_00487	1;1	1531238;1531799	1531735;1532104	+;+	804	35
gene:FGSG_00488	1;1;1;1	1532693;1533139;1533981;1534127	1533086;1533855;1533994;1534321	+;+;+;+	1320	64
gene:FGSG_00489	1;1;1;1	1537171;1537488;1537918;1539014	1537433;1537867;1538958;1539794	+;+;+;+	2465	13415
gene:FGSG_00490	1;1	1540043;1541704	1541651;1542522	-;-	2428	1819
gene:FGSG_00491	1;1;1	1543242;1544793;1545176	1544736;1545075;1545472	-;-;-	2075	23140
gene:FGSG_00492	1;1	1546508;1547501	1547445;1547772	-;-	1210	85202
gene:FGSG_11772	1;1	1550497;1550700	1550683;1550908	+;+	396	11
gene:FGSG_00493	1;1;1	1550878;1551468;1552047	1551217;1551992;1553337	+;+;+	2156	2432
gene:FGSG_00494	1;1	1552479;1553390	1553340;1553685	-;-	1158	1459
gene:FGSG_00495	1;1	1553923;1554201	1554148;1554825	+;+	851	2399
